Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2019,1,12,2,441,1060,2358,987,F9,464,TN123,98,174,270,0,0,LAX,SFO,436,14,5,0,None,0,0,0,0,0,0
2022,9,2,2,0,1622,1440,516,AA,7672,TN789,474,359,410,30,0,LAX,DEN,355,21,25,0,None,0,12,11,21,4,26
2020,11,27,6,1138,1664,1356,81,UA,8208,TN123,327,94,300,0,0,LAX,DEN,459,4,7,0,None,0,0,0,0,0,0
2020,6,28,3,902,318,574,118,AA,919,TN789,189,151,196,26,0,LAX,ORD,2770,0,7,0,None,0,12,15,19,0,12
2019,4,10,7,1623,1435,2150,1660,NK,6088,TN456,415,72,379,6,15,DEN,SFO,2166,29,37,1,A,0,3,0,22,0,0
2018,3,22,1,1220,1694,827,1326,DL,1614,TN123,37,476,439,11,0,SFO,DFW,1899,18,7,0,None,0,0,21,2,0,0
2022,3,17,1,2321,1988,188,27,NK,9015,TN321,248,402,90,26,2,ATL,ORD,745,20,16,0,None,0,18,17,16,9,32
2018,2,26,4,855,228,459,2024,NK,2121,TN321,339,238,394,4,0,DFW,ORD,811,17,38,0,None,0,4,0,0,0,0
2021,2,3,2,1017,728,2236,497,AA,3392,TN321,421,259,103,0,11,SFO,DFW,2588,29,18,0,None,0,0,0,0,0,0
2021,12,7,4,1183,1287,350,193,WN,1882,TN321,117,156,427,16,13,LAX,DEN,1695,26,2,0,None,0,1,11,9,5,0
2019,10,12,6,2220,1510,580,591,F9,8932,TN456,170,385,208,0,0,JFK,SFO,502,13,40,0,None,0,0,0,0,0,0
2019,5,8,5,584,560,2161,1857,NK,7363,TN456,58,215,111,50,22,DFW,ATL,2272,1,48,0,None,0,9,3,22,6,12
2019,9,20,2,454,1375,2151,1059,F9,5002,TN123,42,266,388,1,0,DEN,DEN,1036,28,8,0,None,0,14,0,0,0,0
2021,2,12,5,195,1465,619,2305,B6,7257,TN123,343,120,88,15,15,ATL,DEN,2494,3,52,0,None,0,16,25,6,0,0
2018,2,3,3,598,24,1531,112,WN,3844,TN321,92,72,327,23,11,SFO,ORD,567,6,45,0,None,0,19,8,4,2,5
2018,12,17,6,1332,1154,1368,1317,DL,8990,TN321,372,450,183,29,0,LAX,ORD,777,0,56,0,None,0,19,22,0,8,17
2019,6,28,2,1759,369,1801,1737,F9,6130,TN321,204,75,198,28,0,ATL,SFO,2530,24,32,0,None,0,17,8,21,7,27
2022,10,9,4,555,1459,1232,2061,AA,3211,TN789,492,54,52,28,16,LAX,ORD,2472,11,31,0,None,0,14,13,6,0,21
2018,2,10,4,1517,1011,472,1690,UA,9779,TN123,245,383,72,3,5,LAX,DFW,2803,0,31,0,None,0,16,0,0,0,0
2021,12,22,2,438,610,858,2187,NK,9970,TN321,264,224,235,20,3,JFK,DFW,650,13,5,0,None,0,0,15,18,5,0
2020,4,6,7,358,1375,1712,1394,WN,5517,TN321,116,378,221,0,0,ORD,LAX,1325,23,48,0,None,0,0,0,0,0,0
2020,6,25,4,1057,1825,515,1450,F9,2532,TN321,103,128,57,17,0,JFK,ORD,662,5,48,0,None,0,9,22,18,3,0
2020,5,1,7,1111,2035,1375,1365,UA,5488,TN456,323,285,447,18,0,DFW,DFW,215,0,52,0,None,0,4,22,7,1,0
2022,1,22,2,2063,1220,2094,2236,AA,4554,TN456,98,390,280,21,0,SFO,LAX,182,22,58,0,None,0,9,29,4,4,39
2019,6,12,1,420,2156,542,2129,F9,2280,TN456,98,464,393,22,13,ATL,SFO,2593,1,28,0,None,0,16,5,21,4,27
2021,1,5,4,552,1883,1059,957,DL,9560,TN789,252,359,50,23,3,DFW,JFK,1238,16,36,0,None,0,12,13,18,1,7
2022,3,13,7,1149,1946,756,1128,NK,7306,TN789,453,402,412,0,0,DFW,ORD,908,7,16,1,B,0,0,0,0,0,0
2021,10,27,2,1031,719,187,2119,NK,9590,TN123,414,323,307,0,0,DFW,ORD,2232,17,49,0,None,0,0,0,0,0,0
2021,5,15,2,1491,1105,482,1696,WN,5557,TN321,415,275,444,19,4,ATL,ATL,2342,24,18,0,None,0,19,6,20,8,0
2019,10,22,7,879,1560,1239,132,UA,155,TN123,398,195,24,0,9,LAX,DFW,158,21,30,0,None,0,0,0,0,0,0
2020,5,11,4,1885,1920,1181,569,F9,9308,TN123,314,286,198,0,14,LAX,LAX,1880,16,18,0,None,0,0,0,0,0,0
2019,10,8,1,851,635,295,124,NK,3666,TN456,151,339,73,0,10,SFO,ORD,1356,15,22,0,None,0,0,0,0,0,0
2022,6,5,4,509,1172,44,1034,WN,6728,TN321,292,478,238,0,2,LAX,DFW,1697,26,49,0,None,0,0,0,0,0,0
2022,12,2,2,1859,1753,2042,2074,F9,1115,TN456,250,381,303,11,0,LAX,LAX,2840,14,46,0,None,0,2,7,19,0,0
2022,10,12,1,1763,1926,174,206,WN,700,TN456,470,307,446,47,8,LAX,ATL,2085,14,34,0,None,0,14,23,7,0,8
2019,8,28,5,965,355,1369,311,UA,7566,TN321,340,218,287,0,0,SFO,LAX,913,23,13,0,None,1,0,0,0,0,0
2021,5,2,3,1858,2058,2103,1785,DL,6956,TN123,486,215,219,14,4,SFO,ORD,457,22,0,0,None,0,9,15,21,0,0
2021,11,26,4,913,1439,1800,1338,WN,7110,TN123,193,211,292,0,0,JFK,DEN,2799,11,48,0,None,0,0,0,0,0,0
2018,1,16,6,1390,1594,1909,295,DL,8788,TN456,292,304,283,0,14,LAX,SFO,187,26,32,0,None,0,0,0,0,0,0
2022,5,21,2,1511,1675,1774,401,DL,1014,TN321,121,256,245,19,13,DEN,DEN,634,16,48,0,None,0,4,17,5,5,0
2021,3,3,1,2065,1870,1920,1458,NK,8732,TN123,295,483,37,0,11,SFO,ATL,2442,23,35,0,None,0,0,0,0,0,0
2018,4,10,7,2103,1145,2261,1596,NK,12,TN789,365,63,262,0,10,DEN,JFK,1183,17,0,0,None,0,0,0,0,0,0
2021,8,19,7,1058,2112,1522,121,AA,7475,TN123,103,236,136,0,1,JFK,ORD,2076,7,19,0,None,0,0,0,0,0,0
2022,7,8,7,793,124,757,750,F9,4460,TN321,452,73,29,0,26,JFK,ORD,655,8,21,0,None,0,0,0,0,0,0
2020,11,7,1,1596,311,1420,105,UA,662,TN321,343,402,58,27,11,LAX,DFW,847,14,34,0,None,0,3,24,5,2,30
2022,5,1,5,1806,774,496,1059,AA,4634,TN321,119,274,60,0,25,JFK,DEN,1193,12,2,0,None,0,0,0,0,0,0
2019,2,12,4,346,1473,2220,1573,B6,7382,TN456,383,283,127,6,18,SFO,DFW,2042,28,11,0,None,0,18,0,14,0,0
2021,6,28,6,1055,1831,104,71,NK,5575,TN123,325,138,63,0,0,JFK,ORD,2693,4,42,0,None,0,0,0,0,0,0
2021,11,5,7,907,693,478,567,F9,9615,TN789,427,352,216,0,0,ATL,ATL,1660,20,36,0,None,0,0,0,0,0,0
2019,6,16,1,1023,1182,1422,1244,AA,5872,TN456,495,143,318,28,10,DFW,JFK,932,22,57,0,None,0,18,10,24,9,1
2019,10,25,7,575,1376,692,75,WN,9438,TN123,158,465,228,0,0,DFW,DEN,1993,0,12,0,None,0,0,0,0,0,0
2020,10,4,5,198,1843,193,1009,WN,580,TN321,430,307,386,0,0,ATL,SFO,237,20,11,0,None,0,0,0,0,0,0
2021,11,17,2,1365,989,1489,2275,WN,8454,TN123,78,266,195,29,0,DEN,DFW,2557,11,1,0,None,0,16,9,17,2,33
2021,6,24,7,1998,1752,58,452,B6,496,TN321,115,58,294,4,2,DFW,ATL,1005,0,19,0,None,0,8,0,0,0,0
2020,9,21,5,1254,1716,1886,765,DL,4226,TN321,173,427,296,0,0,SFO,ORD,2476,26,0,0,None,0,0,0,0,0,0
2018,11,2,4,2348,1626,477,486,NK,5935,TN123,164,251,255,8,35,DEN,LAX,144,23,57,0,None,0,9,0,16,0,0
2020,8,12,7,1016,889,1126,1497,WN,2137,TN123,428,347,22,26,13,ORD,LAX,765,23,59,0,None,1,13,4,10,6,2
2022,8,1,5,25,1378,1968,829,F9,5064,TN789,144,300,379,7,18,DFW,DEN,2028,16,40,1,D,0,14,0,3,0,0
2021,1,12,1,1558,488,591,1940,F9,5452,TN123,306,271,331,0,5,ORD,JFK,2183,1,34,0,None,1,0,0,0,0,0
2019,5,12,1,2203,2286,838,970,NK,8822,TN123,95,427,402,7,20,JFK,JFK,2555,6,23,0,None,0,19,0,8,0,0
2022,7,12,3,470,179,1345,489,AA,8698,TN456,216,400,446,0,11,ORD,ATL,2059,22,51,0,None,0,0,0,0,0,0
2021,6,19,5,650,1442,548,2278,DL,7298,TN321,461,480,404,0,15,ORD,DFW,862,27,37,1,A,0,0,0,0,0,0
2020,5,25,2,885,1707,220,1935,AA,207,TN321,374,435,363,11,10,ORD,SFO,2789,24,25,0,None,0,5,0,12,0,0
2022,8,17,7,929,1267,875,474,AA,3131,TN789,230,126,273,5,23,LAX,ATL,841,2,10,0,None,0,7,0,0,0,0
2021,3,20,6,1744,231,1196,1103,WN,1855,TN456,497,372,55,12,0,LAX,DEN,450,17,51,0,None,0,7,20,13,0,0
2018,6,24,6,875,1812,335,1709,AA,5579,TN789,463,410,25,13,26,JFK,ORD,1655,13,51,0,None,0,18,20,6,0,0
2018,5,24,4,941,1612,224,1599,NK,5265,TN123,167,405,349,21,0,ATL,JFK,2826,9,42,0,None,0,19,21,2,4,32
2019,8,26,3,1308,1326,2082,1195,B6,7478,TN789,81,292,321,7,0,DFW,ATL,2301,23,14,0,None,0,7,0,19,0,0
2021,4,28,5,571,330,187,225,F9,1661,TN321,242,369,426,25,9,ATL,DEN,1567,26,5,0,None,0,8,1,16,3,25
2018,8,11,2,53,560,1247,2190,F9,8085,TN456,481,36,39,14,0,ORD,SFO,296,6,39,0,None,0,4,10,13,0,0
2020,10,13,3,604,247,962,707,F9,7549,TN123,187,302,441,15,0,ATL,DEN,167,13,8,0,None,0,13,3,14,0,0
2021,2,27,1,324,282,493,1714,NK,4980,TN456,319,317,310,0,0,LAX,DFW,1864,2,49,0,None,0,0,0,0,0,0
2020,9,8,4,884,1310,1886,53,DL,5047,TN456,379,410,181,0,0,DEN,ORD,1241,10,5,0,None,0,0,0,0,0,0
2020,9,10,7,264,939,310,2243,WN,8477,TN789,235,364,257,0,17,JFK,ATL,2946,14,16,0,None,0,0,0,0,0,0
2018,10,8,7,381,2079,1604,1752,WN,719,TN123,371,234,66,43,15,DEN,DEN,2530,18,22,0,None,0,11,5,0,8,25
2021,10,20,7,1236,1523,1563,2345,NK,8694,TN456,350,213,311,32,0,JFK,ORD,1832,22,57,0,None,0,18,5,17,5,22
2022,6,8,5,1381,529,368,1453,AA,258,TN456,345,347,35,0,9,DEN,DFW,1514,28,30,0,None,0,0,0,0,0,0
2018,4,9,6,2250,380,745,578,AA,4906,TN789,165,87,127,4,34,SFO,SFO,2472,11,15,0,None,0,7,0,0,0,0
2018,4,7,2,2105,62,2078,1698,UA,2598,TN456,104,140,196,0,0,DEN,DEN,648,26,50,0,None,0,0,0,0,0,0
2021,6,14,7,1517,127,1255,499,UA,8013,TN321,478,215,84,0,0,DEN,DFW,217,4,56,0,None,0,0,0,0,0,0
2021,5,28,7,1533,1551,997,205,WN,9432,TN321,98,160,82,25,3,DFW,ORD,613,8,21,0,None,0,2,22,22,8,2
2020,6,2,1,1791,2210,496,1941,NK,6799,TN123,470,118,327,0,43,SFO,DFW,788,25,15,0,None,0,0,0,0,0,0
2021,7,25,3,546,294,1589,1160,WN,3014,TN123,330,365,92,14,0,ORD,ATL,1354,6,44,0,None,0,17,25,5,0,0
2020,7,11,7,870,178,963,278,AA,5225,TN789,78,147,223,3,0,LAX,DFW,1140,14,11,0,None,0,17,0,0,0,0
2018,9,8,4,2150,228,2004,1468,NK,4618,TN456,231,286,273,24,11,SFO,SFO,1619,0,8,0,None,0,4,0,9,6,14
2019,8,13,3,1223,882,1198,676,B6,5065,TN789,91,139,79,8,17,DEN,LAX,2454,0,5,0,None,0,2,0,15,0,0
2022,6,21,6,864,393,2345,940,B6,888,TN789,196,96,120,34,3,DFW,LAX,469,5,3,0,None,0,13,5,12,3,21
2018,12,15,3,1965,71,1814,2318,F9,7282,TN321,234,177,36,5,6,LAX,LAX,1595,20,37,1,D,0,18,0,0,0,0
2021,6,28,2,397,317,1388,440,AA,745,TN456,178,249,214,24,2,DEN,LAX,1584,4,16,0,None,0,8,20,1,4,36
2022,5,3,1,1761,594,1109,1251,NK,7237,TN321,150,243,270,9,5,JFK,ATL,2175,10,57,0,None,0,0,0,9,0,0
2019,1,23,5,391,378,576,2174,UA,3437,TN321,338,91,57,6,0,JFK,DEN,989,10,55,0,None,0,5,0,4,0,0
2019,9,14,2,2153,906,53,1293,UA,5164,TN123,458,85,304,29,5,ORD,LAX,1488,28,9,0,None,0,17,22,4,6,13
2020,9,15,6,1612,135,228,1843,B6,1705,TN789,126,466,50,6,3,ATL,JFK,2786,27,39,0,None,0,4,0,21,0,0
2022,9,2,4,1077,1401,778,1783,WN,8403,TN321,406,478,329,8,8,JFK,LAX,717,13,34,0,None,0,15,0,18,0,0
2020,11,19,6,1300,1142,1557,1875,AA,4065,TN123,441,341,377,0,0,JFK,SFO,314,29,46,0,None,0,0,0,0,0,0
2018,8,12,6,2158,905,984,547,F9,5227,TN123,82,363,200,5,10,JFK,DEN,1722,7,20,0,None,0,17,0,0,0,0
2022,10,25,3,2271,529,372,985,F9,1957,TN456,38,458,301,0,15,JFK,LAX,2093,26,52,0,None,0,0,0,0,0,0
2018,3,20,4,2122,522,468,2066,WN,1703,TN456,360,364,160,0,40,ORD,JFK,2686,23,18,0,None,0,0,0,0,0,0
2020,1,4,2,363,386,1849,424,UA,4215,TN321,280,125,264,11,0,ORD,DEN,1390,13,26,0,None,0,12,0,22,0,0
2022,11,3,6,2286,572,531,2105,B6,8678,TN123,389,175,294,2,0,DEN,LAX,2102,8,10,0,None,0,10,0,0,0,0
2020,12,5,2,1424,643,1423,1798,WN,2502,TN123,378,77,243,0,5,JFK,JFK,1759,10,5,0,None,0,0,0,0,0,0
2022,12,3,7,845,1292,1207,1683,UA,5128,TN123,153,323,386,16,10,ATL,DEN,1616,10,58,0,None,0,8,12,6,0,0
2020,8,25,7,1327,546,561,1948,UA,4608,TN789,151,307,46,36,4,ATL,DEN,271,19,40,0,None,0,0,12,2,7,1
2019,7,15,7,391,1509,89,65,NK,9259,TN123,228,493,269,0,4,SFO,ORD,1999,20,42,0,None,0,0,0,0,0,0
2020,5,19,5,1040,1586,1639,814,F9,6538,TN789,346,232,250,22,0,LAX,DFW,1854,15,27,0,None,0,1,27,12,9,18
2019,10,2,3,2059,554,1406,1174,UA,4057,TN456,440,228,32,4,0,SFO,DEN,2144,11,2,0,None,0,11,0,0,0,0
2020,7,12,2,2046,1763,368,1809,WN,198,TN321,409,358,327,15,21,DFW,LAX,903,6,40,0,None,0,13,23,6,0,0
2022,10,5,7,145,2158,1292,436,DL,7632,TN456,435,414,117,45,27,JFK,ATL,1500,2,44,0,None,0,17,6,1,2,1
2022,4,22,7,1305,2224,14,789,B6,4964,TN321,124,455,211,23,0,LAX,DEN,2803,11,23,0,None,0,11,29,24,9,32
2022,9,17,4,1572,1574,1218,2020,UA,7969,TN123,59,410,205,30,0,DEN,LAX,415,5,36,0,None,0,18,3,20,3,20
2021,11,14,6,2216,623,1945,234,WN,1316,TN321,121,153,38,0,0,ATL,DEN,570,18,12,0,None,0,0,0,0,0,0
2018,10,28,7,2217,1988,1059,1738,F9,6297,TN321,113,229,358,3,0,ORD,ORD,1732,3,14,0,None,0,19,0,0,0,0
2022,2,27,5,2032,943,916,674,AA,8103,TN456,44,104,278,0,8,ORD,ATL,2353,9,8,0,None,0,0,0,0,0,0
2019,9,22,4,764,472,2252,2145,F9,4863,TN321,172,482,86,0,0,DFW,ATL,1200,7,38,0,None,0,0,0,0,0,0
2022,9,10,3,1369,1586,1674,1032,NK,9374,TN123,338,186,45,9,14,JFK,LAX,1578,9,34,0,None,0,16,0,24,0,0
2021,5,3,5,498,993,775,926,B6,3342,TN789,489,163,25,0,0,DEN,DFW,2524,15,57,0,None,0,0,0,0,0,0
2019,11,4,5,1966,1121,1080,760,AA,7748,TN123,238,341,160,9,12,DEN,SFO,1673,10,44,0,None,0,3,0,0,0,0
2021,1,6,5,1165,1434,1133,226,AA,8449,TN321,52,149,257,0,7,LAX,ORD,1700,3,17,0,None,0,0,0,0,0,0
2019,7,24,6,1760,169,685,1776,F9,2563,TN456,355,41,249,7,0,SFO,DFW,2838,26,42,0,None,0,0,0,12,0,0
2020,10,25,7,117,1013,224,2064,WN,1668,TN123,394,264,46,18,0,JFK,ATL,1604,27,52,0,None,0,1,1,16,2,0
2018,10,22,1,364,55,63,2275,F9,6315,TN321,173,324,124,16,13,ATL,SFO,953,12,2,0,None,0,12,6,15,5,0
2018,4,16,5,1981,1756,1787,705,DL,6414,TN456,116,484,363,13,43,SFO,JFK,2530,27,27,0,None,0,9,9,5,0,0
2021,9,7,4,135,657,960,1815,WN,2649,TN789,222,137,29,31,1,JFK,ATL,2298,19,15,0,None,0,17,6,21,8,10
2018,6,15,4,1100,956,1375,1261,WN,5735,TN456,202,425,291,0,17,ATL,SFO,1506,22,41,0,None,0,0,0,0,0,0
2021,3,21,3,1871,259,356,1410,B6,8829,TN321,292,62,298,4,27,DFW,JFK,463,2,40,0,None,0,5,0,0,0,0
2021,6,28,2,17,640,92,668,NK,8200,TN456,458,149,322,20,0,ORD,DFW,2482,27,46,0,None,0,3,21,6,6,0
2021,10,25,2,1890,403,1323,2301,NK,1580,TN321,324,285,31,0,0,JFK,JFK,2434,2,42,0,None,0,0,0,0,0,0
2018,6,20,1,204,794,1517,1845,WN,7616,TN456,389,112,175,39,3,SFO,JFK,422,26,57,0,None,0,8,27,0,4,16
2021,5,26,6,498,1561,1677,1337,B6,135,TN456,79,210,96,0,5,LAX,DEN,2573,16,22,0,None,0,0,0,0,0,0
2018,2,11,7,594,1183,1412,1324,UA,4121,TN456,462,257,37,0,10,DFW,DFW,2812,6,31,0,None,0,0,0,0,0,0
2021,10,22,6,561,713,1634,117,B6,2513,TN321,77,304,77,20,0,ATL,JFK,900,10,9,0,None,0,1,2,1,1,0
2022,10,21,7,1304,1396,1125,1868,NK,6106,TN456,78,215,149,0,14,JFK,DFW,1732,3,57,0,None,0,0,0,0,0,0
2021,2,1,5,2211,1957,840,2097,WN,6848,TN321,197,370,193,31,0,LAX,JFK,506,15,55,0,None,0,12,27,10,0,20
2019,7,5,7,639,2093,1401,1813,UA,8049,TN123,196,240,420,5,2,DEN,DEN,2495,6,37,0,None,0,9,0,0,0,0
2021,2,13,1,1926,1752,1606,1587,UA,6546,TN789,470,278,106,33,7,ORD,DEN,920,15,56,0,None,0,17,3,3,6,31
2020,12,21,3,2255,903,897,542,DL,6033,TN123,111,413,339,29,0,SFO,JFK,2291,17,37,0,None,0,3,16,18,0,14
2021,6,14,3,314,2102,491,1526,F9,1233,TN789,92,72,362,7,9,ATL,DEN,520,20,12,0,None,0,19,0,1,0,0
2019,5,9,2,2351,1101,1532,1269,WN,9146,TN321,257,102,73,0,0,ATL,ORD,1512,11,14,0,None,0,0,0,0,0,0
2019,4,17,3,900,1694,1977,601,AA,9731,TN123,469,458,446,39,0,DFW,ATL,2382,29,27,0,None,0,4,24,22,3,37
2018,7,15,5,2286,855,1798,2149,F9,908,TN789,243,371,97,0,7,ORD,JFK,750,22,12,0,None,0,0,0,0,0,0
2022,8,21,4,1750,1295,1494,387,WN,9873,TN789,159,48,223,0,0,ATL,ATL,879,27,34,0,None,0,0,0,0,0,0
2021,4,7,3,803,659,1351,1602,AA,5654,TN123,397,194,289,22,9,SFO,DEN,2424,27,1,0,None,0,9,21,21,0,7
2018,1,27,1,1560,110,2068,1727,F9,5159,TN123,183,296,191,0,0,ATL,JFK,2549,8,0,0,None,0,0,0,0,0,0
2022,1,22,5,1452,1038,1120,338,NK,5927,TN321,271,469,57,0,8,ATL,JFK,2801,9,40,0,None,0,0,0,0,0,0
2021,1,22,3,1243,2125,1838,2231,DL,4090,TN789,125,157,205,1,4,DFW,DEN,2808,3,31,0,None,0,2,0,0,0,0
2020,11,12,6,2322,500,1663,55,WN,8811,TN321,436,438,380,10,25,ATL,ORD,1533,5,29,0,None,0,11,0,17,0,0
2021,1,23,7,1670,417,545,1305,F9,7780,TN321,406,384,255,0,25,DFW,ORD,1596,18,21,0,None,0,0,0,0,0,0
2019,5,6,3,2027,1863,598,1151,DL,5904,TN456,261,482,35,27,14,DEN,LAX,2635,17,3,0,None,0,19,15,13,0,23
2019,4,21,6,1768,274,2079,716,AA,7091,TN321,267,330,245,1,1,DEN,DFW,1186,25,52,0,None,0,1,0,0,0,0
2020,9,16,5,2000,1220,2044,1749,B6,2845,TN789,47,347,357,19,2,DEN,SFO,1237,11,45,0,None,0,4,8,11,3,0
2018,3,26,3,1089,1754,258,1662,NK,4302,TN456,496,380,93,0,0,SFO,ATL,2520,26,23,0,None,0,0,0,0,0,0
2022,7,5,6,1446,1768,475,2263,WN,8889,TN321,373,171,230,0,0,DEN,JFK,986,17,13,0,None,0,0,0,0,0,0
2021,11,9,4,2302,1133,1905,313,UA,4304,TN321,353,490,305,11,19,LAX,ATL,1271,20,16,0,None,0,4,8,8,0,0
2019,8,14,2,2172,2241,919,2280,UA,8597,TN789,275,63,343,8,0,SFO,ORD,2466,2,13,0,None,0,2,0,5,0,0
2018,6,8,5,1169,1542,2080,887,DL,9703,TN456,89,127,346,18,0,LAX,DFW,716,17,39,0,None,0,13,26,5,7,0
2020,12,14,6,614,1967,387,246,NK,7550,TN123,159,239,355,19,0,DEN,ORD,2265,1,38,0,None,0,4,12,24,7,0
2019,10,12,1,386,798,1861,1922,B6,4963,TN123,379,345,134,0,4,SFO,SFO,2914,18,40,1,C,0,0,0,0,0,0
2020,1,10,3,1405,1963,797,2182,UA,858,TN456,78,349,266,8,0,JFK,JFK,342,16,51,0,None,0,14,0,3,0,0
2021,8,20,6,123,2348,1617,1025,UA,2393,TN456,195,227,56,1,0,DEN,SFO,1007,10,26,0,None,0,12,0,0,0,0
2022,10,20,7,1813,2196,1925,160,WN,6772,TN456,444,464,74,12,0,ORD,LAX,643,12,20,0,None,0,10,2,11,0,0
2019,3,26,6,1624,768,1815,2187,UA,7560,TN456,197,285,186,0,6,ATL,JFK,2766,23,39,0,None,0,0,0,0,0,0
2019,8,21,6,1181,1484,1627,2351,NK,4283,TN123,282,71,196,6,3,JFK,LAX,196,8,34,0,None,0,11,0,6,0,0
2021,12,13,7,727,138,2271,1483,NK,20,TN321,365,434,372,43,0,ORD,LAX,403,27,25,0,None,0,1,3,8,7,12
2018,4,19,2,1141,860,216,1737,AA,5458,TN789,412,133,210,0,0,ORD,JFK,1090,16,30,0,None,0,0,0,0,0,0
2022,8,15,7,358,1859,2203,124,DL,2421,TN123,338,418,118,0,15,SFO,JFK,2116,12,58,0,None,0,0,0,0,0,0
2019,11,8,7,442,2339,788,1908,NK,7924,TN789,93,351,131,0,0,ORD,ORD,1310,20,32,0,None,0,0,0,0,0,0
2022,1,23,1,2211,334,1543,1370,F9,67,TN123,62,483,137,0,16,ORD,DFW,1399,23,48,0,None,0,0,0,0,0,0
2019,3,21,7,972,1858,2083,1617,UA,3134,TN456,87,399,181,0,2,JFK,JFK,2764,12,10,0,None,0,0,0,0,0,0
2022,6,10,1,360,1207,2056,1977,WN,786,TN123,335,218,76,43,0,ORD,DEN,968,1,58,0,None,0,11,6,15,4,39
2020,9,3,4,852,2354,1063,163,F9,6766,TN123,93,421,372,0,0,ORD,ATL,2952,16,57,0,None,0,0,0,0,0,0
2019,2,21,7,1624,924,2226,861,AA,7736,TN456,416,351,81,0,11,DEN,DEN,1675,4,15,0,None,0,0,0,0,0,0
2022,11,3,2,1611,980,1664,2287,F9,2133,TN321,154,372,58,17,0,ORD,DFW,218,13,5,0,None,0,18,17,5,3,0
2018,1,26,7,1756,1285,372,1236,UA,9622,TN456,90,91,349,0,0,JFK,SFO,1056,16,33,0,None,0,0,0,0,0,0
2020,10,5,6,1023,1333,969,2196,DL,1419,TN321,409,433,342,20,0,LAX,JFK,1691,5,40,1,D,0,18,24,21,7,0
2020,3,16,5,1907,343,1689,1206,DL,3691,TN123,495,417,48,19,0,JFK,ORD,1905,8,31,0,None,0,18,29,1,7,0
2018,4,17,2,1930,656,1447,504,NK,1548,TN123,278,172,246,36,0,ATL,ORD,303,23,20,0,None,0,4,7,13,8,23
2022,11,6,7,240,1796,514,524,DL,359,TN789,167,251,50,15,0,SFO,JFK,2181,11,28,0,None,0,14,10,1,0,0
2021,5,26,2,665,1849,363,1403,UA,1563,TN789,95,469,335,0,4,JFK,ORD,2665,21,10,0,None,0,0,0,0,0,0
2018,3,20,1,1165,260,1913,1767,AA,4387,TN123,208,49,58,27,0,SFO,LAX,657,19,56,0,None,0,9,9,23,7,0
2022,10,20,4,975,1385,1951,700,NK,2178,TN789,315,309,20,68,4,JFK,LAX,1840,22,55,0,None,0,11,3,22,3,5
2018,11,16,4,2039,168,1474,1017,B6,3811,TN321,310,294,75,4,1,LAX,LAX,2553,11,55,0,None,0,6,0,0,0,0
2018,2,24,2,2078,659,1539,49,F9,479,TN456,200,277,376,5,13,DFW,DEN,454,21,4,0,None,0,6,0,0,0,0
2019,2,2,2,222,199,773,694,NK,648,TN123,272,145,205,0,7,LAX,JFK,2120,6,26,0,None,0,0,0,0,0,0
2022,7,20,7,1827,1408,328,25,DL,6676,TN123,149,434,110,0,6,DFW,JFK,1274,17,27,0,None,0,0,0,0,0,0
2021,9,15,3,2313,581,793,10,AA,264,TN789,373,284,424,12,0,DEN,SFO,2261,22,30,0,None,0,15,3,5,0,0
2019,10,18,6,1305,565,961,807,WN,7103,TN123,221,326,218,0,0,DFW,ATL,1699,25,49,0,None,0,0,0,0,0,0
2018,2,1,1,787,27,596,1125,WN,8004,TN123,216,42,190,11,0,ORD,ORD,707,19,10,0,None,0,17,13,24,0,0
2018,7,26,6,555,1898,1877,2058,AA,3743,TN321,475,418,244,12,20,SFO,ORD,1295,4,58,0,None,0,5,29,12,0,0
2018,7,19,5,2109,631,1410,972,WN,6647,TN321,256,477,201,42,23,ORD,DEN,110,10,12,0,None,0,4,5,8,1,18
2022,11,12,5,846,1625,1137,1068,WN,9754,TN456,295,75,149,0,9,ORD,SFO,1703,13,42,0,None,0,0,0,0,0,0
2022,7,8,4,1094,2036,570,841,DL,5201,TN123,221,363,161,0,0,DFW,SFO,416,6,5,0,None,0,0,0,0,0,0
2019,3,6,1,1559,1310,1061,358,UA,9629,TN789,269,271,381,10,12,JFK,JFK,2735,25,26,0,None,0,7,0,5,0,0
2021,12,12,6,139,1765,1568,284,UA,2006,TN456,123,100,150,3,0,DFW,ATL,790,10,29,0,None,0,6,0,0,0,0
2019,7,7,4,1363,806,376,1474,UA,3141,TN789,155,483,161,42,0,SFO,ATL,162,1,52,0,None,0,9,4,16,9,33
2020,1,18,5,589,2274,2147,1635,UA,9100,TN123,473,88,24,21,0,DFW,DEN,109,16,47,0,None,0,9,27,3,8,17
2018,10,22,2,1749,2074,1836,424,AA,130,TN789,128,233,356,2,18,ATL,ORD,598,14,18,0,None,0,0,0,0,0,0
2018,1,14,1,540,1140,1963,1029,NK,9130,TN789,373,80,186,25,0,ATL,DFW,1636,20,13,0,None,0,16,19,13,2,30
